result_type	original_text	perturbed_text	original_output	perturbed_output
Successful	with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here .	there are no redeeming moments in this, except for a couple of hilarious, sometimes parodying improvisations of cedric the performer as perry's boss.	0	1
Successful	majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .	a majidi is a taleteller, able to find a beautiful story in the worst places.	1	0
Failed	the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .	the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .	1	1
Failed	martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid .	martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid .	1	1
Successful	all that 's missing is the spontaneity , originality and delight .	it's just spontaneity, originality and delight.	0	1
Failed	it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight .	it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight .	1	1
Failed	dense with characters and contains some thrilling moments .	dense with characters and contains some thrilling moments .	1	1
Successful	good film , but very glum .	a good movie, but he's a little melancholy.	1	0
Successful	nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head .	nine queens, which is just a scary debut and genre piece, also represents a dangerous political situation that's beginning to come to a head.	1	0
Failed	when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while .	when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while .	0	0
Failed	the plot convolutions ultimately add up to nothing more than jerking the audience 's chain .	the plot convolutions ultimately add up to nothing more than jerking the audience 's chain .	0	0
Failed	a solid examination of the male midlife crisis .	a solid examination of the male midlife crisis .	1	1
Successful	-lrb- d -rrb- oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful .	-lrb- rrrb- oes not bother being so boring and preachy as an equivalent evangelical Christian movie - maybe the filmmakers know that the audience will be devout.	1	0
Successful	-lrb- grant 's -rrb- bumbling magic takes over the film , and it turns out to be another winning star vehicle .	-lw- a self-assured miracle magic is running out of the film, and it seems to be another winner star.	1	0
Failed	a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart .	a poignant and compelling story about relationships , food of love takes us on a bumpy but satisfying journey of the heart .	1	1
Failed	a better title , for all concerned , might be swept under the rug .	a better title , for all concerned , might be swept under the rug .	0	0
Successful	this nickleby thing might have more homosexual undertones than an eddie murphy film .	maybe it's more than just a comic book film about a gay vampire.	0	1
Successful	a marvel like none you 've seen .	you haven't seen anything like that.	1	0
Successful	the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects .	the fond, fun-loving, slightly cynical perspective that was once regarded as a part of the condition that makes a demme child like me seem like a pre-schooler has a difficult time coming out of the undisturbed, tinny-	0	1
Failed	leigh 's film is full of memorable performances from top to bottom .	leigh 's film is full of memorable performances from top to bottom .	1	1
Failed	manages to be sweet and wickedly satisfying at the same time .	manages to be sweet and wickedly satisfying at the same time .	1	1
Failed	the film will play equally well on both the standard and giant screens .	the film will play equally well on both the standard and giant screens .	1	1
Successful	determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .	this adult didn't want to have fun, but it was fun and amusing.	0	1
